volume	publisher	title	first_author	BL_DLS_ID	pubplace	book_identifier	ARK_id_of_book	date	flickr_url	image_idx	page	flickr_id	flickr_small_source	flickr_small_height	flickr_small_width	flickr_medium_source	flickr_medium_height	flickr_medium_width	flickr_large_source	flickr_large_height	flickr_large_width	flickr_original_source	flickr_original_height	flickr_original_width
03	Thrilling Stories’ Committee	Thrilling Life Stories for the Masses		lsidyv306b0d1c	Crewe, Manchester	002167334	ark:/81055/vdc_000000051E04	1892	http://www.flickr.com/photos/britishlibrary/11304917865	1	000148	11304917865	http://farm6.staticflickr.com/5546/11304917865_9879601e06_m.jpg	93	240	http://farm6.staticflickr.com/5546/11304917865_9879601e06.jpg	193	500	http://farm6.staticflickr.com/5546/11304917865_9879601e06_b.jpg	396	1024	http://farm6.staticflickr.com/5546/11304917865_4ed37da0c8_o.jpg	776	2008
0		Palästina. Ein Sommerausflug ... Mit Illustrationen und einer Karte	DALBERG, Friedrich von Baron		Würzburg	000852985		1892	http://www.flickr.com/photos/britishlibrary/11301841974	1	000187	11301841974	http://farm6.staticflickr.com/5503/11301841974_4ec7dd974d_m.jpg	240	163	http://farm6.staticflickr.com/5503/11301841974_4ec7dd974d.jpg	500	339	http://farm6.staticflickr.com/5503/11301841974_4ec7dd974d_b.jpg	1024	695	http://farm6.staticflickr.com/5503/11301841974_eca02deafb_o.jpg	1783	1211
0	Longmans and Co.	The Literary Shrines of Yorkshire: the literary pilgrim in the dales. [Illustrated.]	STUART, J. A. Erskine.	lsidyv3c44c32f	London	003531559	ark:/81055/vdc_000000059070	1892	http://www.flickr.com/photos/britishlibrary/11301841044	1	000079	11301841044	http://farm6.staticflickr.com/5500/11301841044_07c5af9583_m.jpg	240	176	http://farm6.staticflickr.com/5500/11301841044_07c5af9583.jpg	500	368	http://farm6.staticflickr.com/5500/11301841044_07c5af9583_b.jpg	1024	753	http://farm6.staticflickr.com/5500/11301841044_bb1a8aff45_o.jpg	1358	998
0	R. Bentley and Son	Camping Sketches ... With numerous illustrations by M. L	LOWNDES, George R.	lsidyv3bd242be	London	002272700	ark:/81055/vdc_000000054732	1892	http://www.flickr.com/photos/britishlibrary/11301810356	1	000247	11301810356	http://farm4.staticflickr.com/3751/11301810356_77dcb9fe96_m.jpg	160	240	http://farm4.staticflickr.com/3751/11301810356_77dcb9fe96.jpg	333	500	http://farm4.staticflickr.com/3751/11301810356_77dcb9fe96_b.jpg	681	1024	http://farm4.staticflickr.com/3751/11301810356_6715fe2ab3_o.jpg	837	1259
04		Autour de la Méditerranée ... Illustrations par A. Chapon, etc	BERNARD, Marius.		Paris	000292922		1892	http://www.flickr.com/photos/britishlibrary/11301810206	1	000165	11301810206	http://farm8.staticflickr.com/7387/11301810206_ef1dde1253_m.jpg	124	240	http://farm8.staticflickr.com/7387/11301810206_ef1dde1253.jpg	259	500	http://farm8.staticflickr.com/7387/11301810206_ef1dde1253_b.jpg	531	1024	http://farm8.staticflickr.com/7387/11301810206_413dbfd3d2_o.jpg	846	1632
03	New York History Co.	The Memorial History of the City of New York from its first settlement to the year, 1892. Edited by J. G. Wilson. [With illustrations.]	WILSON, James Grant.		New York]	003945215		1892	http://www.flickr.com/photos/britishlibrary/11301779245	1	000212	11301779245	http://farm3.staticflickr.com/2822/11301779245_542d1ddfd7_m.jpg	240	153	http://farm3.staticflickr.com/2822/11301779245_542d1ddfd7.jpg	500	318	http://farm3.staticflickr.com/2822/11301779245_542d1ddfd7_b.jpg	1024	651	http://farm3.staticflickr.com/2822/11301779245_1e95a020b0_o.jpg	1766	1123
0		Os Ciganos de Portugal. Com um estudo sobre o calão, etc. [With illustrations.]	COELHO, Francisco Adolpho Philologist		Lisboa	002181779		1892	http://www.flickr.com/photos/britishlibrary/11301809456	1	000321	11301809456	http://farm4.staticflickr.com/3714/11301809456_db169c45fa_m.jpg	240	149	http://farm4.staticflickr.com/3714/11301809456_db169c45fa.jpg	500	311	http://farm4.staticflickr.com/3714/11301809456_db169c45fa_b.jpg	1024	636	http://farm4.staticflickr.com/3714/11301809456_b1583018a8_o.jpg	1591	988
0	G. Routledge & Sons	Memoirs of Bartholomew Fair ... Fourth edition	MORLEY, Henry Professor of English Literature at University College, London	lsidyv3c233203	Glasgow	002552514	ark:/81055/vdc_00000005752E	1892	http://www.flickr.com/photos/britishlibrary/11301779035	1	000429	11301779035	http://farm4.staticflickr.com/3728/11301779035_995e74baa0_m.jpg	240	88	http://farm4.staticflickr.com/3728/11301779035_995e74baa0.jpg	500	184	http://farm4.staticflickr.com/3728/11301779035_995e74baa0_b.jpg	1024	377	http://farm4.staticflickr.com/3728/11301779035_c8d6a3f283_o.jpg	1867	688
02		Du Niger au golfe de Guinée, par le pays de Kong et le Mossi ... 1887-1889. Ouvrage contenant une carte ... et cent-soixante-seize gravures sur bois, etc	BINGER, Louis Gustave.		Paris	000353244		1892	http://www.flickr.com/photos/britishlibrary/11301883353	1	000031	11301883353	http://farm6.staticflickr.com/5478/11301883353_cdc0087112_m.jpg	240	160	http://farm6.staticflickr.com/5478/11301883353_cdc0087112.jpg	500	333	http://farm6.staticflickr.com/5478/11301883353_cdc0087112_b.jpg	1024	682	http://farm6.staticflickr.com/5478/11301883353_93afcfd55e_o.jpg	1782	1187
0	Sampson Low & Co.	Men, Mines and Animals in South Africa. [Reprinted from the “Daily Graphic.” With illustrations.]	CHURCHILL, Randolph Henry Spencer Lord	lsidyv3c5f8528	London	000701122	ark:/81055/vdc_00000005A4B6	1892	http://www.flickr.com/photos/britishlibrary/11301808076	1	000355	11301808076	http://farm4.staticflickr.com/3758/11301808076_629ce13673_m.jpg	228	240	http://farm4.staticflickr.com/3758/11301808076_629ce13673.jpg	474	500	http://farm4.staticflickr.com/3758/11301808076_629ce13673_b.jpg	971	1024	http://farm4.staticflickr.com/3758/11301808076_e1b3074c24_o.jpg	1325	1397
