flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11302039633	http://www.flickr.com/photos/britishlibrary/11302039633	001567835	The Half Hour Library of Travel, Nature and Science for young readers		London	James Nisbet & Co.	1896	01	000031	1	ark:/81055/vdc_000000056B1A	lsidyv3c184c3d
11301934835	http://www.flickr.com/photos/britishlibrary/11301934835	003743042	Badauderies parisiennes. Les Rassemblements: physiologies de la rue ... [Edited with a] prologue par O. Uzanne, etc	UZANNE, Octave.	Paris		1896	0	000197	1		
11302039783	http://www.flickr.com/photos/britishlibrary/11302039783	001316031	Fredensborg. Det danske Kongehus og dets Slægt. Med Bidrag af danske og fremmede Forfattere og Kunstnere		Kjøbenhavn		1896	02	000539	1		
11302039753	http://www.flickr.com/photos/britishlibrary/11302039753	001470127	Au bas pay du Limosin. Études et tableaux	GORSE, M. M.	Paris		1896	0	000195	1		
11301964936	http://www.flickr.com/photos/britishlibrary/11301964936	000036171	L'Auvergne. Illustrations de A. Montader	Ajalbert, Jean	Paris		1896	0	000053	2		
11301933845	http://www.flickr.com/photos/britishlibrary/11301933845	003581310	Elementary Physical Geography	TARR, Ralph Stockman.	New York & London	Macmillan & Co.	1896	0	000362	1	ark:/81055/vdc_00000005324A	lsidyv3bafa614
11301933575	http://www.flickr.com/photos/britishlibrary/11301933575	002535623	La vie des boulevards ... Dessins en couleurs par P. Vidal	MONTORGUEIL, Georges pseud. [i.e. Octave Lebesque.]	Paris		1896	0	000277	1		
11302038483	http://www.flickr.com/photos/britishlibrary/11302038483	001704007	Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer	HOFBERG, Johan Herman.	Stockholm		1896	0	000522	1		
11302038233	http://www.flickr.com/photos/britishlibrary/11302038233	002599224	Изъ исторіи Москвы. 1147-1703. Очерки. Съ 212 рисунками. [By] В. Н. [i.e. by V. Nazarevsky.]	N., V.	pp. II. 272. Москва, 1896		1896	0	000116	1		
11301963296	http://www.flickr.com/photos/britishlibrary/11301963296	001704007	Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer	HOFBERG, Johan Herman.	Stockholm		1896	0	000153	1		
