flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11000806176	http://www.flickr.com/photos/britishlibrary/11000806176	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000131	1		
11000874964	http://www.flickr.com/photos/britishlibrary/11000874964	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000037	1		
11000805456	http://www.flickr.com/photos/britishlibrary/11000805456	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000095	1		
11000936813	http://www.flickr.com/photos/britishlibrary/11000936813	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000018	1		
11000936803	http://www.flickr.com/photos/britishlibrary/11000936803	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000110	1		
11000873784	http://www.flickr.com/photos/britishlibrary/11000873784	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000105	1		
11000873414	http://www.flickr.com/photos/britishlibrary/11000873414	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000056	1		
11000873514	http://www.flickr.com/photos/britishlibrary/11000873514	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000189	1		
11000935733	http://www.flickr.com/photos/britishlibrary/11000935733	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000014	1		
11000873064	http://www.flickr.com/photos/britishlibrary/11000873064	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000087	1		
11000935393	http://www.flickr.com/photos/britishlibrary/11000935393	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000156	1		
11000872634	http://www.flickr.com/photos/britishlibrary/11000872634	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000073	1		
11000872314	http://www.flickr.com/photos/britishlibrary/11000872314	001502822	Fugitive Pieces	GREENSTED, Frances.	Maidstone		1796	0	000038	1		
11000803326	http://www.flickr.com/photos/britishlibrary/11000803326	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000182	1		
11000871834	http://www.flickr.com/photos/britishlibrary/11000871834	002793426	The Patriot-Briton; or, England's invasion. 1796. [In verse.]		London	Richard White	1796	0	000013	1		
11000802826	http://www.flickr.com/photos/britishlibrary/11000802826	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000109	1		
11000934263	http://www.flickr.com/photos/britishlibrary/11000934263	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000149	1		
11000711795	http://www.flickr.com/photos/britishlibrary/11000711795	001502822	Fugitive Pieces	GREENSTED, Frances.	Maidstone		1796	0	000055	1		
11000933893	http://www.flickr.com/photos/britishlibrary/11000933893	001502822	Fugitive Pieces	GREENSTED, Frances.	Maidstone		1796	0	000024	1		
11000933443	http://www.flickr.com/photos/britishlibrary/11000933443	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000049	1		
11000801236	http://www.flickr.com/photos/britishlibrary/11000801236	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000068	1		
11000868974	http://www.flickr.com/photos/britishlibrary/11000868974	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000198	1		
11000799766	http://www.flickr.com/photos/britishlibrary/11000799766	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000099	1		
11000799396	http://www.flickr.com/photos/britishlibrary/11000799396	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000067	1		
11000709025	http://www.flickr.com/photos/britishlibrary/11000709025	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000080	1		
11000867404	http://www.flickr.com/photos/britishlibrary/11000867404	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000057	1		
11000708315	http://www.flickr.com/photos/britishlibrary/11000708315	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000190	1		
11000797916	http://www.flickr.com/photos/britishlibrary/11000797916	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000009	1		
11000797486	http://www.flickr.com/photos/britishlibrary/11000797486	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000071	1		
11000707205	http://www.flickr.com/photos/britishlibrary/11000707205	000440336	Hope, an allegorical sketch, on recovering slowly from sickness	Bowles, William Lisle	London	Dilly; Cadell & Davies	1796	0	000003	1		
11000706835	http://www.flickr.com/photos/britishlibrary/11000706835	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000003	1		
11000927983	http://www.flickr.com/photos/britishlibrary/11000927983	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000013	1		
11000927193	http://www.flickr.com/photos/britishlibrary/11000927193	002793426	The Patriot-Briton; or, England's invasion. 1796. [In verse.]		London	Richard White	1796	0	000003	1		
11000864134	http://www.flickr.com/photos/britishlibrary/11000864134	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000076	1		
11000926983	http://www.flickr.com/photos/britishlibrary/11000926983	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000088	1		
11000863714	http://www.flickr.com/photos/britishlibrary/11000863714	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000158	1		
11000863614	http://www.flickr.com/photos/britishlibrary/11000863614	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000019	1		
11000926163	http://www.flickr.com/photos/britishlibrary/11000926163	002414778	Elfrida, etc	MASON, William Poet	London	G. Cawthorn	1796	0	000017	1		
11000863164	http://www.flickr.com/photos/britishlibrary/11000863164	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000015	1		
11000925953	http://www.flickr.com/photos/britishlibrary/11000925953	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000115	1		
11000925863	http://www.flickr.com/photos/britishlibrary/11000925863	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000042	1		
11000703665	http://www.flickr.com/photos/britishlibrary/11000703665	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000134	1		
11000862414	http://www.flickr.com/photos/britishlibrary/11000862414	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000159	1		
11000925253	http://www.flickr.com/photos/britishlibrary/11000925253	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000148	1		
11000924993	http://www.flickr.com/photos/britishlibrary/11000924993	002467021	The Pains of Memory. A poem	MERRY, Robert Poet	London		1796	0	000042	1		
11000925013	http://www.flickr.com/photos/britishlibrary/11000925013	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000030	1		
11000792136	http://www.flickr.com/photos/britishlibrary/11000792136	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000155	1		
11000861564	http://www.flickr.com/photos/britishlibrary/11000861564	001502822	Fugitive Pieces	GREENSTED, Frances.	Maidstone		1796	0	000062	1		
11000861034	http://www.flickr.com/photos/britishlibrary/11000861034	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000091	1		
11000923403	http://www.flickr.com/photos/britishlibrary/11000923403	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000131	1		
11000791266	http://www.flickr.com/photos/britishlibrary/11000791266	000440336	Hope, an allegorical sketch, on recovering slowly from sickness	Bowles, William Lisle	London	Dilly; Cadell & Davies	1796	0	000003	2		
11000923123	http://www.flickr.com/photos/britishlibrary/11000923123	000825954	[Parnassian Trifles. Being a collection of elegiac, pastoral, nautic, and lyric poetry.]	CROSS, John C. Dramatist	London	Bellamy	1796	0	000160	1		
11000701515	http://www.flickr.com/photos/britishlibrary/11000701515	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000165	1		
11000859864	http://www.flickr.com/photos/britishlibrary/11000859864	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000120	1		
11000700615	http://www.flickr.com/photos/britishlibrary/11000700615	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000063	1		
11000700325	http://www.flickr.com/photos/britishlibrary/11000700325	003663115	[Poems.]	TOWNSHEND, Thomas of Gray's Inn	London		1796	0	000019	1		
11000789686	http://www.flickr.com/photos/britishlibrary/11000789686	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000095	1		
11000789066	http://www.flickr.com/photos/britishlibrary/11000789066	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000194	1		
11000921563	http://www.flickr.com/photos/britishlibrary/11000921563	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000015	1		
11000699215	http://www.flickr.com/photos/britishlibrary/11000699215	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000106	1		
11000699175	http://www.flickr.com/photos/britishlibrary/11000699175	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000102	1		
11000921003	http://www.flickr.com/photos/britishlibrary/11000921003	002693230	Odes and Miscellaneous Poems. By a Student of Medicine in the University of Edinburgh [Alexander Campbell]	CAMPBELL, Alexander Musician and Poet	Edinburgh		1796	0	000046	1		
11000857734	http://www.flickr.com/photos/britishlibrary/11000857734	000675306	Odes and Miscellanies	CHEETHAM, Robert Farren.	Stockport; Champante & Whitrow	J. Clarke	1796	0	000138	1		
11000857474	http://www.flickr.com/photos/britishlibrary/11000857474	000440368	[Sonnets, written chiefly on picturesque spots, during a tour ... The second edition, corrected, with additions.]	BOWLES, William Lisle.	Bath; C. Dilly	R. Crutwell	1796	0	000082	1		
