flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11046923475	http://www.flickr.com/photos/britishlibrary/11046923475	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	04	000090	1		
11006020204	http://www.flickr.com/photos/britishlibrary/11006020204	002664567	Souvenirs pittoresques de la Touraine	NOËL, Alexis Nicolas.	Paris		1824	0	000173	1		
11005850425	http://www.flickr.com/photos/britishlibrary/11005850425	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	01	000030	1		
11005849835	http://www.flickr.com/photos/britishlibrary/11005849835	002664567	Souvenirs pittoresques de la Touraine	NOËL, Alexis Nicolas.	Paris		1824	0	000065	1		
11005952566	http://www.flickr.com/photos/britishlibrary/11005952566	002664567	Souvenirs pittoresques de la Touraine	NOËL, Alexis Nicolas.	Paris		1824	0	000093	1		
11006018454	http://www.flickr.com/photos/britishlibrary/11006018454	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	05	000058	1		
11006017644	http://www.flickr.com/photos/britishlibrary/11006017644	001938175	Narrative of an Expedition to the source of St. Peter's River, Lake Winnepeck, Lake of the Woods, etc. performed ... by order of the Secretary of War under the command of S. H. Long	KEATING, William H.	Philadelphia		1824	01	000303	1		
11005847945	http://www.flickr.com/photos/britishlibrary/11005847945	000732640	[Narrative of a Pedestrian Journey through Russia and Siberian Tartary, from the frontiers of China to the Frozen Sea and Kamtchatka; performed during the years 1820, 1821, 1822, and 1823. [With maps.]]	COCHRANE, John Dundas.	London	Charles Knight	1824	02	000258	1		
11005847015	http://www.flickr.com/photos/britishlibrary/11005847015	001211035	Essai sur les cryptogames des écorces exotiques officinales	FÉE, Antoine Laurent Apollinaire.	Paris		1824	0	000329	1		
11005950406	http://www.flickr.com/photos/britishlibrary/11005950406	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	03	000204	1		
11005949726	http://www.flickr.com/photos/britishlibrary/11005949726	002740334	The Perambulation of Oxford, Blenheim, and Nuneham; to which is added an appendix to the Oxford Guide (containing a description of the amphitheatre at Verona, ... also the history of the celebrated painting in the picture gallery, called the School of Athens, by Julio Romano), with a plan of Oxford and other plates	PIPPI, Giulio Romano	Oxford		1824	0	000173	1	ark:/81055/vdc_000000058032	lsidyv3c354d66
11006015594	http://www.flickr.com/photos/britishlibrary/11006015594	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	03	000009	1		
11006014774	http://www.flickr.com/photos/britishlibrary/11006014774	000173484	[History of the Wars of the French Revolution ... Embellished with portraits of the most distinguished characters of the age and illustrated by maps, etc.]	BAINES, Edward M.P. for Leeds	Philadelphia	Henry Light	1824	02	000098	1		
11006014594	http://www.flickr.com/photos/britishlibrary/11006014594	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	02	000210	1		
11005844225	http://www.flickr.com/photos/britishlibrary/11005844225	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	03	000052	1		
11005844085	http://www.flickr.com/photos/britishlibrary/11005844085	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	04	000042	1		
11006012914	http://www.flickr.com/photos/britishlibrary/11006012914	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	03	000076	1		
11005843015	http://www.flickr.com/photos/britishlibrary/11005843015	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	05	000116	1		
11005945936	http://www.flickr.com/photos/britishlibrary/11005945936	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	02	000190	1		
11006068563	http://www.flickr.com/photos/britishlibrary/11006068563	003391213	Tableau historique et pittoresque de la route du Simplon de Genève à Milan. Orné de 40 vues et d'une carte itinéraire		Milan		1824	0	000140	1		
11005841305	http://www.flickr.com/photos/britishlibrary/11005841305	001700659	Letters from North America, written during a tour in the United States and Canada	HODGSON, Adam.	London		1824	01	000008	1	ark:/81055/vdc_00000005C754	lsidyv3ca1e69e
11005944046	http://www.flickr.com/photos/britishlibrary/11005944046	001728383	Geschiedkundige en topographische beschryving van de dorpen Hillegersberg en Bergschenhoek	HOONAARD, Willem van den.	Rotterdam		1824	0	000129	1		
11005839505	http://www.flickr.com/photos/britishlibrary/11005839505	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	03	000232	1		
11006008014	http://www.flickr.com/photos/britishlibrary/11006008014	002613701	Second Series. L.P	NEALE, John Preston.	London	Sherwood, Jones, and Co.	1824	05	000084	1		
