volume	publisher	title	first_author	BL_DLS_ID	pubplace	book_identifier	ARK_id_of_book	date	flickr_url	image_idx	page	flickr_id	flickr_small_source	flickr_small_height	flickr_small_width	flickr_medium_source	flickr_medium_height	flickr_medium_width	flickr_large_source	flickr_large_height	flickr_large_width	flickr_original_source	flickr_original_height	flickr_original_width
01		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11046639514	1	000487	11046639514	http://farm3.staticflickr.com/2833/11046639514_4368439a0b_m.jpg	178	240	http://farm3.staticflickr.com/2833/11046639514_4368439a0b.jpg	233	315				http://farm3.staticflickr.com/2833/11046639514_f64f359641_o.jpg	233	315
00		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000338966	1	000407	11000338966	http://farm4.staticflickr.com/3705/11000338966_11ffd3ae68_m.jpg	233	240	http://farm4.staticflickr.com/3705/11000338966_11ffd3ae68.jpg	381	393				http://farm4.staticflickr.com/3705/11000338966_b8f86ccb60_o.jpg	381	393
01		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000338356	1	000149	11000338356	http://farm8.staticflickr.com/7317/11000338356_314f6c18db_m.jpg	86	240	http://farm8.staticflickr.com/7317/11000338356_314f6c18db.jpg	178	500	http://farm8.staticflickr.com/7317/11000338356_314f6c18db_b.jpg	365	1024	http://farm8.staticflickr.com/7317/11000338356_b14bebd86d_o.jpg	418	1173
0		The Runaway, a comedy [in five acts and in prose, by H. Cowley]	COWLEY, Hannah.		London	003189057		1776	http://www.flickr.com/photos/britishlibrary/11000338476	1	000007	11000338476	http://farm3.staticflickr.com/2865/11000338476_3df9a174b7_m.jpg	16	240	http://farm3.staticflickr.com/2865/11000338476_3df9a174b7.jpg	33	500	http://farm3.staticflickr.com/2865/11000338476_3df9a174b7_b.jpg	67	1024	http://farm3.staticflickr.com/2865/11000338476_17211d42b6_o.jpg	82	1249
0	London	The haunch of venison, a poetical epistle to Lord Clare ... With a head of the author, drawn by Henry Bunbury Esq; and etched by Bretherton	Goldsmith, Oliver		G. Kearsly; J. Ridley	001454325		1776	http://www.flickr.com/photos/britishlibrary/11000479203	1	000013	11000479203	http://farm3.staticflickr.com/2893/11000479203_b383802821_m.jpg	13	240	http://farm3.staticflickr.com/2893/11000479203_b383802821.jpg	26	500	http://farm3.staticflickr.com/2893/11000479203_b383802821_b.jpg	54	1024	http://farm3.staticflickr.com/2893/11000479203_dc589b390d_o.jpg	106	2002
00		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000256085	1	000226	11000256085	http://farm3.staticflickr.com/2854/11000256085_5e50bf9c22_m.jpg	94	240	http://farm3.staticflickr.com/2854/11000256085_5e50bf9c22.jpg	120	305				http://farm3.staticflickr.com/2854/11000256085_60af87fc3d_o.jpg	120	305
00		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000255985	1	000203	11000255985	http://farm4.staticflickr.com/3685/11000255985_065b577e09_m.jpg	176	240	http://farm4.staticflickr.com/3685/11000255985_065b577e09.jpg	233	318				http://farm4.staticflickr.com/3685/11000255985_8e3707727e_o.jpg	233	318
00		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000412104	1	000360	11000412104	http://farm8.staticflickr.com/7369/11000412104_e29f2cb257_m.jpg	240	199	http://farm8.staticflickr.com/7369/11000412104_e29f2cb257.jpg	262	217				http://farm8.staticflickr.com/7369/11000412104_597d076ba8_o.jpg	262	217
0		Euphrosyne, or, Amusements on the Road of Life [in verse]. By the author of the Spiritual Quixote [R. Graves]			London	001171918		1776	http://www.flickr.com/photos/britishlibrary/11000477973	1	000205	11000477973	http://farm8.staticflickr.com/7449/11000477973_833e67fbeb_m.jpg	240	186	http://farm8.staticflickr.com/7449/11000477973_833e67fbeb.jpg	500	387	http://farm8.staticflickr.com/7449/11000477973_833e67fbeb_b.jpg	1024	792	http://farm8.staticflickr.com/7449/11000477973_461937ab65_o.jpg	1125	870
00		Shakespeare traduit de l'anglois. [In prose, by P. Le Tourneur, the Count de Catuelan, and J. Fontaine Malherbe.] (Jubilé de Shakespeare.-Vie de Shakespeare.-Discours des Préfaces.) L.P	Shakespeare, William		Paris	003350499		1776	http://www.flickr.com/photos/britishlibrary/11000411214	1	000031	11000411214	http://farm8.staticflickr.com/7419/11000411214_e895085396_m.jpg	102	240	http://farm8.staticflickr.com/7419/11000411214_e895085396.jpg	213	500	http://farm8.staticflickr.com/7419/11000411214_e895085396_b.jpg	436	1024	http://farm8.staticflickr.com/7419/11000411214_c092293379_o.jpg	508	1194
