flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11307164106	http://www.flickr.com/photos/britishlibrary/11307164106	001488121	Cassell's History of the War in the Soudan	GRANT, James of the 62nd Regiment	London	Cassell & Co.	1885	02	000356	1		
11307196404	http://www.flickr.com/photos/britishlibrary/11307196404	002732646	[Our own country. Descriptive, historical, pictorial.]		London	Cassell & Co.	1885	06	000074	1	ark:/81055/vdc_000000054A7A	lsidyv3bd8c010
11307163296	http://www.flickr.com/photos/britishlibrary/11307163296	003111413	Славянскій Міръ. Историко-географическое и этнографическое изслѣдованіе. [With maps, etc.]	RITTIKH, Aleksandr Fridrikhovich.	Варшава		1885	0	000064	1		
11307195764	http://www.flickr.com/photos/britishlibrary/11307195764	002733973	Illustreret Norges historie. [With plates.]	ØVERLAND, Ole Andreas.	Kristiania		1885	01	000285	1		
11307245343	http://www.flickr.com/photos/britishlibrary/11307245343	002816144	[A Canterbury Pilgrimage, ridden, written, and illustrated by J. and E. R. P.]	PENNELL, Joseph and PENNELL (Elizabeth Robins)	New York	C. Scribner's Sons	1885	0	000037	1	ark:/81055/vdc_000000057120	lsidyv3c1f2962
11307195524	http://www.flickr.com/photos/britishlibrary/11307195524	002660292	Auf biblischen Pfaden. Reisebilder aus Aegypten, Palästina, Syrien, Kleinasien, Griechenland und der Türkei. [With maps and illustrations.]	NINCK, C.	Hamburg		1885	0	000077	1		
11307245003	http://www.flickr.com/photos/britishlibrary/11307245003	000149250	Az Osztrák-Magyar Monarchia irásban és képben. Rudolf trónörökös főherczeg Ő ... fensége kezdeményezéséből és közremunkálásával. (Die deutsche Ausgabe redigirt ... J. von Weilen, die ungarische M. Jókai.) Hung		Budapest		1885	09	000146	1		
11307162426	http://www.flickr.com/photos/britishlibrary/11307162426	000149250	Az Osztrák-Magyar Monarchia irásban és képben. Rudolf trónörökös főherczeg Ő ... fensége kezdeményezéséből és közremunkálásával. (Die deutsche Ausgabe redigirt ... J. von Weilen, die ungarische M. Jókai.) Hung		Budapest		1885	08	000114	1		
11307244723	http://www.flickr.com/photos/britishlibrary/11307244723	001628470	A narrative of military service	HAZEN, William Babcock.	Boston	Ticknor & Co.	1885	0	000102	1		
11307194584	http://www.flickr.com/photos/britishlibrary/11307194584	000201665	Illustrated Poems and Songs for Young People. Edited by Mrs. Sale Barker	BARKER, Lucy D. Sale.	London	G. Routledge & Sons	1885	0	000170	1		
11307193874	http://www.flickr.com/photos/britishlibrary/11307193874	002733973	Illustreret Norges historie. [With plates.]	ØVERLAND, Ole Andreas.	Kristiania		1885	05	000267	1		
11307244053	http://www.flickr.com/photos/britishlibrary/11307244053	003174747	Routledge's Book of Travel and Adventure ... With ... illustrations	ROUTLEDGE, George and SONS	London	G. Routledge & Sons	1885	0	000250	1		
11307193434	http://www.flickr.com/photos/britishlibrary/11307193434	000149250	Az Osztrák-Magyar Monarchia irásban és képben. Rudolf trónörökös főherczeg Ő ... fensége kezdeményezéséből és közremunkálásával. (Die deutsche Ausgabe redigirt ... J. von Weilen, die ungarische M. Jókai.) Hung		Budapest		1885	15	000068	1		
11307123975	http://www.flickr.com/photos/britishlibrary/11307123975	002001167	[Nach Ecuador. Reisebilder ... Zweite, vermehrte Auflage. Mit ... Holzschnitten, etc.]	KOLBERG, Joseph.	Freiburg im Breisgau		1885	0	000104	1		
11307242813	http://www.flickr.com/photos/britishlibrary/11307242813	002477732	Eine Weltreise. Plaudereien aus einer zweijährigen Erdumsegelung ... Mit 120 Abbildungen und Plänen, einer Erdkarte und einem Anhang: “Die Igorroten.”	MEYER, Hans Heinrich Joseph.	Leipzig		1885	0	000417	1		
11307160546	http://www.flickr.com/photos/britishlibrary/11307160546	001488121	Cassell's History of the War in the Soudan	GRANT, James of the 62nd Regiment	London	Cassell & Co.	1885	01	000556	1		
11307241943	http://www.flickr.com/photos/britishlibrary/11307241943	003886589	Ten Years Travel around the world ... Over 140 ... illustrations ... Introduction by ... E. J. Scott	WELLS, Sarah Furnas.	West Milton, Ohio	Morning Star Publishing Co.	1885	0	000221	1	ark:/81055/vdc_00000005BBA2	lsidyv3c8ecc7c
