flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11069019484	http://www.flickr.com/photos/britishlibrary/11069019484	001264165	Der deutsche Krieg von 1866	Fontane, Theodor	Berlin		1870	01	000424	1		
11069003416	http://www.flickr.com/photos/britishlibrary/11069003416	003462792	Brought to Book, etc. (Reprinted from “All the Year Round” and “Chambers' Edinburgh Journal.”)	SPICER, Henry.	London		1870	01	000172	1		
11059300024	http://www.flickr.com/photos/britishlibrary/11059300024	000878676	History of Wallingford, Conn., from its settlement in 1670 to the present time, including Meriden, which was one of its parishes until 1806, and Cheshire, which was incorporated in 1780. [With plates, including a portrait.]	DAVIS, Charles Henry Stanley.	Meriden, Conn	The Author	1870	0	000127	2		
11059181375	http://www.flickr.com/photos/britishlibrary/11059181375	000426663	Strong Hands and Steadfast hearts	BOTHMER, Mary von Countess	London	Tinsley Bros.	1870	01	000013	2		
11059299664	http://www.flickr.com/photos/britishlibrary/11059299664	000642514	Fenacre Grange. A novel	CECIL, Langford.	London	Tinsley Bros.	1870	01	000209	1		
11059180985	http://www.flickr.com/photos/britishlibrary/11059180985	001264165	Der deutsche Krieg von 1866	Fontane, Theodor	Berlin		1870	02	000410	2		
11059299194	http://www.flickr.com/photos/britishlibrary/11059299194	002323532	History of the Lands and their owners in Galloway. Illustrated by woodcuts of notable places and objects. With a historical sketch of the district. [With a preface to Vol. 1 by J. Paterson]	MACKERLIE, Peter Handyside.	Edinburgh		1870	05	000159	1		
11059342353	http://www.flickr.com/photos/britishlibrary/11059342353	000685103	A Cast for a Crown. A dramatic story, etc	CHILD, Harry.	London	Richard Bentley	1870	02	000005	1		
11059180225	http://www.flickr.com/photos/britishlibrary/11059180225	001232550	Primitive Man. Revised translation [from the French.] Illustrated with ... scenes of primitive life, etc. [Edited by E. B. T., i.e. Edward Burnet Tylor.]	FIGUIER, Guillaume Louis.	London		1870	0	000136	1	ark:/81055/vdc_000000051BDC	lsidyv2c2a1497
11059341873	http://www.flickr.com/photos/britishlibrary/11059341873	001109407	[Catalogue of the published Maps, Sections, Memoirs, and other publications of the Geological Survey ... up to October, 1867.]		London	Stationery Office	1870	0	000330	1	ark:/81055/vdc_000000051DA4	lsidyv30694ba3
11059298234	http://www.flickr.com/photos/britishlibrary/11059298234	003316949	The Poetical Works of Sir Walter Scott. Edited, with a critical memoir, by W. M. Rossetti. Illustrated by T. Seccombe	Scott, Walter Sir	London; Edinburgh [printed]	E. Moxon, Son & Co.	1870	0	000632	1		
11059260206	http://www.flickr.com/photos/britishlibrary/11059260206	002316020	The Rob Roy on the Jordan ... Third edition, etc	MACGREGOR, John M.A., Barrister-at-Law	London	John Murray	1870	0	000405	1	ark:/81055/vdc_00000005AB5E	lsidyv3c6a22b5
11059179295	http://www.flickr.com/photos/britishlibrary/11059179295	003358449	[The History of Egypt from the earliest times till the conquest by the Arabs A.D. 640. A new edition.]	SHARPE, Samuel Orientalist	London		1870	01	000244	1		
11059259626	http://www.flickr.com/photos/britishlibrary/11059259626	001568627	[Midsummer Eve: a fairy tale of love.]	Hall, S. C. Mrs	London		1870	0	000087	1		
11059297134	http://www.flickr.com/photos/britishlibrary/11059297134	001264165	Der deutsche Krieg von 1866	Fontane, Theodor	Berlin		1870	02	000173	1		
11059297144	http://www.flickr.com/photos/britishlibrary/11059297144	000448951	Bradshaw's Hand-Book to the Turkish Empire. [With maps.]	BRADSHAW, George Publisher of the “Railway Guide.”	London; Bradshaw & Blacklock	W. J. Adams	1870	0	000414	2	ark:/81055/vdc_00000005E7A6	lsidyv3cde335c
11059178125	http://www.flickr.com/photos/britishlibrary/11059178125	001232550	Primitive Man. Revised translation [from the French.] Illustrated with ... scenes of primitive life, etc. [Edited by E. B. T., i.e. Edward Burnet Tylor.]	FIGUIER, Guillaume Louis.	London		1870	0	000410	2	ark:/81055/vdc_000000051BDC	lsidyv2c2a1497
11059258616	http://www.flickr.com/photos/britishlibrary/11059258616	003455744	Das neue Buch der Reisen und Entdeckungen. O Spamer's illustrirte Bibliothek der Länder & Völkerkunde, etc. (Unter redaktion von F. von Hellwald und R. Oberländer.) vol. 1	SPAMER, Johann Gottlieb Christian Otto.	Leipzig		1870	04	000417	2		
11059258696	http://www.flickr.com/photos/britishlibrary/11059258696	000471167	Robert Lynne. A novel	BRIDGMAN, Mary.	London	Tinsley Bros.	1870	01	000011	2		
11059339343	http://www.flickr.com/photos/britishlibrary/11059339343	001625714	Perdus dans les Glaces, ouvrage traduit de l'Anglais ... par L. Renard, et illustré de 58 gravures sur bois	HAYES, Isaac Israel.	Paris		1870	0	000095	1		
11059258036	http://www.flickr.com/photos/britishlibrary/11059258036	001568627	[Midsummer Eve: a fairy tale of love.]	Hall, S. C. Mrs	London		1870	0	000027	1		
11059295774	http://www.flickr.com/photos/britishlibrary/11059295774	002672983	The History of Augusta from the earliest settlement to the present time: with notices of the Plymouth Company, and settlements on the Kennebec; together with biographical sketches and genealogical register	NORTH, James W.	Angusta [Mo.]		1870	02	000331	2		
