flickr_id	flickr_url	book_identifier	title	first_author	pubplace	publisher	date	volume	page	image_idx	ARK_id_of_book	BL_DLS_ID
11046934895	http://www.flickr.com/photos/britishlibrary/11046934895	000107307	Algemeene geschiedenis der Vaderlands, van de vroegste tijden tot op heden. (dl. 3. stuk 2. Voortgezet door Mr. O. van Rees. dl. 3. stuk 3-5. Voortgezet door Mr. O. van Rees en Dr. W. G. Brill. dl. 4, 5. Voortgezet door Dr. J. van Vloten.) dl. 1-dl. 5. stuk 1	AREND, Johannes Pieter.	Amsterdam		1840	12	000077	1		
11046933395	http://www.flickr.com/photos/britishlibrary/11046933395	001407847	Die Stadtpfarrkirche zu Unserer lieben schönen Fracu in Ingolstadt. Monographie, etc	GERSTNER, Franz Joseph von.	Ingolstadt		1840	0	000009	1		
11018305485	http://www.flickr.com/photos/britishlibrary/11018305485	000107307	Algemeene geschiedenis der Vaderlands, van de vroegste tijden tot op heden. (dl. 3. stuk 2. Voortgezet door Mr. O. van Rees. dl. 3. stuk 3-5. Voortgezet door Mr. O. van Rees en Dr. W. G. Brill. dl. 4, 5. Voortgezet door Dr. J. van Vloten.) dl. 1-dl. 5. stuk 1	AREND, Johannes Pieter.	Amsterdam		1840	11	000392	1		
11018396166	http://www.flickr.com/photos/britishlibrary/11018396166	002280816	C. Frommel's pittoreskes Italien. Nach dessen Original-Gemälden und Zeichnungen. Die Scenen aus dem Volksleben nach Zeichnungen von Catel, Gail, Goetzloff, Mosbrugger, Weller, Pinelli, etc. In Stahl gestochen von C. Frommel und H. Winkler. Text für Ober-Italien von W. von Lüdemann, Unter-Italien von C. Witte, etc	LUEDEMANN, Wilhelm von.	Leipzig		1840	0	000779	1		
11018464614	http://www.flickr.com/photos/britishlibrary/11018464614	000107307	Algemeene geschiedenis der Vaderlands, van de vroegste tijden tot op heden. (dl. 3. stuk 2. Voortgezet door Mr. O. van Rees. dl. 3. stuk 3-5. Voortgezet door Mr. O. van Rees en Dr. W. G. Brill. dl. 4, 5. Voortgezet door Dr. J. van Vloten.) dl. 1-dl. 5. stuk 1	AREND, Johannes Pieter.	Amsterdam		1840	03	000363	1		
11018393616	http://www.flickr.com/photos/britishlibrary/11018393616	004020133	Vaterländische Immortellen aus dem Gebiete der österreichischen Geschichte der alten, mittleren, neuern und neuesten Zeit gesammelt und mit einer ... Bilderschau der merkwürdigsten Handlungen ausgezeichneter Personen ... ausgestattet	ZIEGLER, Anton Historical Writer	Wien		1840	03	000076	1		
11018463484	http://www.flickr.com/photos/britishlibrary/11018463484	000543172	The Poems, Letters, and Land of Robert Burns: illustrated by W. H. Bartlett, T. Allom, and other artists. With a new memoir of the poet, and notices, critical and biographical, of his works, by Allan Cunningham	Burns, Robert	London	George Virtue	1840	02	000262	1		
11018392446	http://www.flickr.com/photos/britishlibrary/11018392446	000107307	Algemeene geschiedenis der Vaderlands, van de vroegste tijden tot op heden. (dl. 3. stuk 2. Voortgezet door Mr. O. van Rees. dl. 3. stuk 3-5. Voortgezet door Mr. O. van Rees en Dr. W. G. Brill. dl. 4, 5. Voortgezet door Dr. J. van Vloten.) dl. 1-dl. 5. stuk 1	AREND, Johannes Pieter.	Amsterdam		1840	02	000066	1		
11018301915	http://www.flickr.com/photos/britishlibrary/11018301915	002671224	Путешествіе по Египту и Нубіи въ 1834-1835 г. ... служащее дополненіемъ къ путешествію по святой землѣ. [With plates and map.]	NOROV, Avraam Sergyeevich.	Санктпетербургъ		1840	01	000009	1		
11018521403	http://www.flickr.com/photos/britishlibrary/11018521403	000496625	Select Views of the Royal Palaces of Scotland ... With illustrative descriptions ... by the late Rev. John Jamieson ... Second edition	BROWN, William Secretary to the Literary and Antiquarian Society of Perth	Glasgow	A. Fullarton & Co.	1840	0	000087	1		
